날짜,요일,품목,구분,단위,발주,기초재고,수요,실판매,결품,폐기,기말재고,폐기_kg,탄소_kgCO2e,폐기_비용_원
2024-08-29,목,단호박 에그 샌드위치,완제품,개,19,0,12,12,0,7,0,1.33,4.123,19600.0
2024-08-29,목,크루아상,완제품,개,30,0,23,23,0,7,0,0.42,2.0496,10500.0
2024-08-29,목,뉴욕 치즈 케이크,완제품,개,0,13,8,8,0,0,5,0.0,0.0,0.0
2024-08-29,목,그린티 파우더,원재료,g,0,1680,360,360,0,0,1320,0.0,0.0,0.0
2024-08-29,목,모카/초콜릿 소스,원재료,mL,5300,0,750,750,0,0,4550,0.0,0.0,0.0
2024-08-29,목,에스프레소 원두,원재료,g,0,9856,2574,2574,0,0,7282,0.0,0.0,0.0
2024-08-29,목,우유,원재료,mL,0,26160,18460,18460,0,0,7700,0.0,0.0,0.0
2024-08-29,목,휘핑크림,원재료,g,0,320,250,250,0,0,70,0.0,0.0,0.0
2024-08-30,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,18,18,0,17,0,3.825,23.3325,51000.0
2024-08-30,금,단호박 에그 샌드위치,완제품,개,26,0,13,13,0,13,0,2.47,7.657,36400.0
2024-08-30,금,크루아상,완제품,개,48,0,25,25,0,23,0,1.38,6.7344,34500.0
2024-08-30,금,뉴욕 치즈 케이크,완제품,개,21,5,9,9,0,0,17,0.0,0.0,0.0
2024-08-30,금,그린티 파우더,원재료,g,0,1320,420,420,0,0,900,0.0,0.0,0.0
2024-08-30,금,모카/초콜릿 소스,원재료,mL,0,4550,810,810,0,0,3740,0.0,0.0,0.0
2024-08-30,금,에스프레소 원두,원재료,g,0,7282,3042,3042,0,0,4240,0.0,0.0,0.0
2024-08-30,금,우유,원재료,mL,39100,7700,22080,22080,0,0,24720,0.0,0.0,0.0
2024-08-30,금,휘핑크림,원재료,g,500,70,270,270,0,0,300,0.0,0.0,0.0
2024-08-31,토,치킨 토마토 치즈 샌드위치,완제품,개,35,0,25,25,0,10,0,2.25,13.725,30000.0
2024-08-31,토,단호박 에그 샌드위치,완제품,개,26,0,18,18,0,8,0,1.52,4.712,22400.0
2024-08-31,토,크루아상,완제품,개,48,0,32,32,0,16,0,0.96,4.6848,24000.0
2024-08-31,토,뉴욕 치즈 케이크,완제품,개,0,17,12,12,0,0,5,0.0,0.0,0.0
2024-08-31,토,그린티 파우더,원재료,g,0,900,600,600,0,0,300,0.0,0.0,0.0
2024-08-31,토,모카/초콜릿 소스,원재료,mL,0,3740,1080,1080,0,0,2660,0.0,0.0,0.0
2024-08-31,토,에스프레소 원두,원재료,g,0,4240,3852,3852,0,0,388,0.0,0.0,0.0
2024-08-31,토,우유,원재료,mL,0,24720,28280,24720,3560,0,0,0.0,0.0,0.0
2024-08-31,토,휘핑크림,원재료,g,0,300,360,300,60,0,0,0.0,0.0,0.0
2024-09-01,일,치킨 토마토 치즈 샌드위치,완제품,개,35,0,22,22,0,13,0,2.925,17.8425,39000.0
2024-09-01,일,단호박 에그 샌드위치,완제품,개,26,0,16,16,0,10,0,1.9,5.89,28000.0
2024-09-01,일,크루아상,완제품,개,48,0,27,27,0,21,0,1.26,6.1488,31500.0
2024-09-01,일,뉴욕 치즈 케이크,완제품,개,21,5,11,11,0,0,15,0.0,0.0,0.0
2024-09-01,일,그린티 파우더,원재료,g,0,300,480,300,180,0,0,0.0,0.0,0.0
2024-09-01,일,모카/초콜릿 소스,원재료,mL,0,2660,750,750,0,0,1910,0.0,0.0,0.0
2024-09-01,일,에스프레소 원두,원재료,g,12300,388,2646,2646,0,0,10042,0.0,0.0,0.0
2024-09-01,일,우유,원재료,mL,46800,0,20180,20180,0,0,26620,0.0,0.0,0.0
2024-09-01,일,휘핑크림,원재료,g,600,0,250,250,0,0,350,0.0,0.0,0.0
2024-09-02,월,치킨 토마토 치즈 샌드위치,완제품,개,35,0,18,18,0,17,0,3.825,23.3325,51000.0
2024-09-02,월,단호박 에그 샌드위치,완제품,개,26,0,13,13,0,13,0,2.47,7.657,36400.0
2024-09-02,월,크루아상,완제품,개,48,0,23,23,0,25,0,1.5,7.32,37500.0
2024-09-02,월,뉴욕 치즈 케이크,완제품,개,0,15,9,9,0,0,6,0.0,0.0,0.0
2024-09-02,월,그린티 파우더,원재료,g,0,0,320,0,320,0,0,0.0,0.0,0.0
2024-09-02,월,모카/초콜릿 소스,원재료,mL,0,1910,660,660,0,0,1250,0.0,0.0,0.0
2024-09-02,월,에스프레소 원두,원재료,g,0,10042,2250,2250,0,0,7792,0.0,0.0,0.0
2024-09-02,월,우유,원재료,mL,0,26620,16880,16880,0,0,9740,0.0,0.0,0.0
2024-09-02,월,휘핑크림,원재료,g,0,350,220,220,0,0,130,0.0,0.0,0.0
2024-09-03,화,치킨 토마토 치즈 샌드위치,완제품,개,35,0,13,13,0,22,0,4.95,30.195,66000.0
2024-09-03,화,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-09-03,화,크루아상,완제품,개,48,0,19,19,0,29,0,1.74,8.4912,43500.0
2024-09-03,화,뉴욕 치즈 케이크,완제품,개,20,6,7,7,0,0,19,0.0,0.0,0.0
2024-09-03,화,그린티 파우더,원재료,g,0,0,240,0,240,0,0,0.0,0.0,0.0
2024-09-03,화,모카/초콜릿 소스,원재료,mL,0,1250,450,450,0,0,800,0.0,0.0,0.0
2024-09-03,화,에스프레소 원두,원재료,g,0,7792,1692,1692,0,0,6100,0.0,0.0,0.0
2024-09-03,화,우유,원재료,mL,37100,9740,12340,12340,0,0,34500,0.0,0.0,0.0
2024-09-03,화,휘핑크림,원재료,g,500,130,150,150,0,0,480,0.0,0.0,0.0
2024-09-04,수,치킨 토마토 치즈 샌드위치,완제품,개,35,0,21,21,0,14,0,3.15,19.215,42000.0
2024-09-04,수,단호박 에그 샌드위치,완제품,개,26,0,15,15,0,11,0,2.09,6.479,30800.0
2024-09-04,수,크루아상,완제품,개,48,0,26,26,0,22,0,1.32,6.4416,33000.0
2024-09-04,수,뉴욕 치즈 케이크,완제품,개,0,19,11,11,0,0,8,0.0,0.0,0.0
2024-09-04,수,그린티 파우더,원재료,g,0,0,360,0,360,0,0,0.0,0.0,0.0
2024-09-04,수,모카/초콜릿 소스,원재료,mL,0,800,690,690,0,0,110,0.0,0.0,0.0
2024-09-04,수,에스프레소 원두,원재료,g,0,6100,2520,2520,0,0,3580,0.0,0.0,0.0
2024-09-04,수,우유,원재료,mL,0,34500,18300,18300,0,0,16200,0.0,0.0,0.0
2024-09-04,수,휘핑크림,원재료,g,0,480,230,230,0,0,250,0.0,0.0,0.0
2024-09-05,목,치킨 토마토 치즈 샌드위치,완제품,개,35,0,19,19,0,16,0,3.6,21.96,48000.0
2024-09-05,목,단호박 에그 샌드위치,완제품,개,26,0,14,14,0,12,0,2.28,7.068,33600.0
2024-09-05,목,크루아상,완제품,개,48,0,25,25,0,23,0,1.38,6.7344,34500.0
2024-09-05,목,뉴욕 치즈 케이크,완제품,개,18,8,8,8,0,0,18,0.0,0.0,0.0
2024-09-05,목,그린티 파우더,원재료,g,4900,0,300,300,0,0,4600,0.0,0.0,0.0
2024-09-05,목,모카/초콜릿 소스,원재료,mL,5200,110,600,600,0,0,4710,0.0,0.0,0.0
2024-09-05,목,에스프레소 원두,원재료,g,9100,3580,2232,2232,0,0,10448,0.0,0.0,0.0
2024-09-05,목,우유,원재료,mL,30600,16200,15500,15500,0,0,31300,0.0,0.0,0.0
2024-09-05,목,휘핑크림,원재료,g,300,250,200,200,0,50,300,0.05,0.306,350.0
2024-09-06,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,19,19,0,16,0,3.6,21.96,48000.0
2024-09-06,금,단호박 에그 샌드위치,완제품,개,26,0,15,15,0,11,0,2.09,6.479,30800.0
2024-09-06,금,크루아상,완제품,개,48,0,25,25,0,23,0,1.38,6.7344,34500.0
2024-09-06,금,뉴욕 치즈 케이크,완제품,개,0,18,9,9,0,0,9,0.0,0.0,0.0
2024-09-06,금,그린티 파우더,원재료,g,0,4600,360,360,0,0,4240,0.0,0.0,0.0
2024-09-06,금,모카/초콜릿 소스,원재료,mL,0,4710,690,690,0,0,4020,0.0,0.0,0.0
2024-09-06,금,에스프레소 원두,원재료,g,0,10448,2448,2448,0,0,8000,0.0,0.0,0.0
2024-09-06,금,우유,원재료,mL,0,31300,18300,18300,0,0,13000,0.0,0.0,0.0
2024-09-06,금,휘핑크림,원재료,g,0,300,230,230,0,0,70,0.0,0.0,0.0
2024-09-07,토,치킨 토마토 치즈 샌드위치,완제품,개,35,0,23,23,0,12,0,2.7,16.47,36000.0
2024-09-07,토,단호박 에그 샌드위치,완제품,개,26,0,18,18,0,8,0,1.52,4.712,22400.0
2024-09-07,토,크루아상,완제품,개,48,0,29,29,0,19,0,1.14,5.5632,28500.0
2024-09-07,토,뉴욕 치즈 케이크,완제품,개,17,9,11,11,0,0,15,0.0,0.0,0.0
2024-09-07,토,그린티 파우더,원재료,g,0,4240,420,420,0,0,3820,0.0,0.0,0.0
2024-09-07,토,모카/초콜릿 소스,원재료,mL,0,4020,810,810,0,0,3210,0.0,0.0,0.0
2024-09-07,토,에스프레소 원두,원재료,g,0,8000,2898,2898,0,0,5102,0.0,0.0,0.0
2024-09-07,토,우유,원재료,mL,33800,13000,21880,21880,0,0,24920,0.0,0.0,0.0
2024-09-07,토,휘핑크림,원재료,g,500,70,270,270,0,0,300,0.0,0.0,0.0
2024-09-08,일,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-09-08,일,단호박 에그 샌드위치,완제품,개,26,0,13,13,0,13,0,2.47,7.657,36400.0
2024-09-08,일,크루아상,완제품,개,48,0,22,22,0,26,0,1.56,7.6128,39000.0
2024-09-08,일,뉴욕 치즈 케이크,완제품,개,0,15,8,8,0,0,7,0.0,0.0,0.0
2024-09-08,일,그린티 파우더,원재료,g,0,3820,280,280,0,0,3540,0.0,0.0,0.0
2024-09-08,일,모카/초콜릿 소스,원재료,mL,0,3210,540,540,0,0,2670,0.0,0.0,0.0
2024-09-08,일,에스프레소 원두,원재료,g,0,5102,2160,2160,0,0,2942,0.0,0.0,0.0
2024-09-08,일,우유,원재료,mL,0,24920,15520,15520,0,0,9400,0.0,0.0,0.0
2024-09-08,일,휘핑크림,원재료,g,0,300,180,180,0,0,120,0.0,0.0,0.0
2024-09-09,월,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-09-09,월,단호박 에그 샌드위치,완제품,개,26,0,14,14,0,12,0,2.28,7.068,33600.0
2024-09-09,월,크루아상,완제품,개,48,0,24,24,0,24,0,1.44,7.0272,36000.0
2024-09-09,월,뉴욕 치즈 케이크,완제품,개,19,7,9,9,0,0,17,0.0,0.0,0.0
2024-09-09,월,그린티 파우더,원재료,g,0,3540,340,340,0,0,3200,0.0,0.0,0.0
2024-09-09,월,모카/초콜릿 소스,원재료,mL,0,2670,600,600,0,0,2070,0.0,0.0,0.0
2024-09-09,월,에스프레소 원두,원재료,g,9800,2942,2250,2250,0,0,10492,0.0,0.0,0.0
2024-09-09,월,우유,원재료,mL,37400,9400,16540,16540,0,0,30260,0.0,0.0,0.0
2024-09-09,월,휘핑크림,원재료,g,500,120,200,200,0,0,420,0.0,0.0,0.0
2024-09-10,화,치킨 토마토 치즈 샌드위치,완제품,개,35,0,12,12,0,23,0,5.175,31.5675,69000.0
2024-09-10,화,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-09-10,화,크루아상,완제품,개,48,0,19,19,0,29,0,1.74,8.4912,43500.0
2024-09-10,화,뉴욕 치즈 케이크,완제품,개,0,17,6,6,0,0,11,0.0,0.0,0.0
2024-09-10,화,그린티 파우더,원재료,g,0,3200,260,260,0,0,2940,0.0,0.0,0.0
2024-09-10,화,모카/초콜릿 소스,원재료,mL,0,2070,450,450,0,0,1620,0.0,0.0,0.0
2024-09-10,화,에스프레소 원두,원재료,g,0,10492,1710,1710,0,0,8782,0.0,0.0,0.0
2024-09-10,화,우유,원재료,mL,0,30260,12560,12560,0,0,17700,0.0,0.0,0.0
2024-09-10,화,휘핑크림,원재료,g,0,420,150,150,0,0,270,0.0,0.0,0.0
2024-09-11,수,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-09-11,수,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-09-11,수,크루아상,완제품,개,48,0,22,22,0,26,0,1.56,7.6128,39000.0
2024-09-11,수,뉴욕 치즈 케이크,완제품,개,15,11,8,8,0,3,15,0.3,3.84,10500.0
2024-09-11,수,그린티 파우더,원재료,g,0,2940,300,300,0,0,2640,0.0,0.0,0.0
2024-09-11,수,모카/초콜릿 소스,원재료,mL,0,1620,510,510,0,0,1110,0.0,0.0,0.0
2024-09-11,수,에스프레소 원두,원재료,g,0,8782,1908,1908,0,0,6874,0.0,0.0,0.0
2024-09-11,수,우유,원재료,mL,29100,17700,14560,14560,0,0,32240,0.0,0.0,0.0
2024-09-11,수,휘핑크림,원재료,g,300,270,170,170,0,100,300,0.1,0.612,700.0
2024-09-12,목,치킨 토마토 치즈 샌드위치,완제품,개,35,0,13,13,0,22,0,4.95,30.195,66000.0
2024-09-12,목,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-09-12,목,크루아상,완제품,개,48,0,18,18,0,30,0,1.8,8.784,45000.0
2024-09-12,목,뉴욕 치즈 케이크,완제품,개,0,15,7,7,0,0,8,0.0,0.0,0.0
2024-09-12,목,그린티 파우더,원재료,g,0,2640,220,220,0,0,2420,0.0,0.0,0.0
2024-09-12,목,모카/초콜릿 소스,원재료,mL,4200,1110,480,480,0,0,4830,0.0,0.0,0.0
2024-09-12,목,에스프레소 원두,원재료,g,0,6874,1620,1620,0,0,5254,0.0,0.0,0.0
2024-09-12,목,우유,원재료,mL,0,32240,11900,11900,0,0,20340,0.0,0.0,0.0
2024-09-12,목,휘핑크림,원재료,g,0,300,160,160,0,0,140,0.0,0.0,0.0
2024-09-13,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,19,19,0,16,0,3.6,21.96,48000.0
2024-09-13,금,단호박 에그 샌드위치,완제품,개,26,0,13,13,0,13,0,2.47,7.657,36400.0
2024-09-13,금,크루아상,완제품,개,48,0,22,22,0,26,0,1.56,7.6128,39000.0
2024-09-13,금,뉴욕 치즈 케이크,완제품,개,18,8,9,9,0,0,17,0.0,0.0,0.0
2024-09-13,금,그린티 파우더,원재료,g,0,2420,320,320,0,0,2100,0.0,0.0,0.0
2024-09-13,금,모카/초콜릿 소스,원재료,mL,0,4830,600,600,0,0,4230,0.0,0.0,0.0
2024-09-13,금,에스프레소 원두,원재료,g,7500,5254,2250,2250,0,0,10504,0.0,0.0,0.0
2024-09-13,금,우유,원재료,mL,26500,20340,16720,16720,0,0,30120,0.0,0.0,0.0
2024-09-13,금,휘핑크림,원재료,g,400,140,200,200,0,0,340,0.0,0.0,0.0
2024-09-14,토,치킨 토마토 치즈 샌드위치,완제품,개,35,0,24,24,0,11,0,2.475,15.0975,33000.0
2024-09-14,토,단호박 에그 샌드위치,완제품,개,26,0,18,18,0,8,0,1.52,4.712,22400.0
2024-09-14,토,크루아상,완제품,개,48,0,32,32,0,16,0,0.96,4.6848,24000.0
2024-09-14,토,뉴욕 치즈 케이크,완제품,개,0,17,11,11,0,0,6,0.0,0.0,0.0
2024-09-14,토,그린티 파우더,원재료,g,0,2100,440,440,0,0,1660,0.0,0.0,0.0
2024-09-14,토,모카/초콜릿 소스,원재료,mL,0,4230,810,810,0,0,3420,0.0,0.0,0.0
2024-09-14,토,에스프레소 원두,원재료,g,0,10504,2934,2934,0,0,7570,0.0,0.0,0.0
2024-09-14,토,우유,원재료,mL,0,30120,21900,21900,0,0,8220,0.0,0.0,0.0
2024-09-14,토,휘핑크림,원재료,g,0,340,270,270,0,0,70,0.0,0.0,0.0
2024-09-15,일,치킨 토마토 치즈 샌드위치,완제품,개,35,0,21,21,0,14,0,3.15,19.215,42000.0
2024-09-15,일,단호박 에그 샌드위치,완제품,개,26,0,17,17,0,9,0,1.71,5.301,25200.0
2024-09-15,일,크루아상,완제품,개,48,0,32,32,0,16,0,0.96,4.6848,24000.0
2024-09-15,일,뉴욕 치즈 케이크,완제품,개,20,6,11,11,0,0,15,0.0,0.0,0.0
2024-09-15,일,그린티 파우더,원재료,g,0,1660,400,400,0,0,1260,0.0,0.0,0.0
2024-09-15,일,모카/초콜릿 소스,원재료,mL,0,3420,750,750,0,0,2670,0.0,0.0,0.0
2024-09-15,일,에스프레소 원두,원재료,g,0,7570,2790,2790,0,0,4780,0.0,0.0,0.0
2024-09-15,일,우유,원재료,mL,38600,8220,19700,19700,0,0,27120,0.0,0.0,0.0
2024-09-15,일,휘핑크림,원재료,g,500,70,250,250,0,0,320,0.0,0.0,0.0
2024-09-16,월,치킨 토마토 치즈 샌드위치,완제품,개,35,0,20,20,0,15,0,3.375,20.5875,45000.0
2024-09-16,월,단호박 에그 샌드위치,완제품,개,26,0,15,15,0,11,0,2.09,6.479,30800.0
2024-09-16,월,크루아상,완제품,개,48,0,30,30,0,18,0,1.08,5.2704,27000.0
2024-09-16,월,뉴욕 치즈 케이크,완제품,개,0,15,11,11,0,0,4,0.0,0.0,0.0
2024-09-16,월,그린티 파우더,원재료,g,0,1260,380,380,0,0,880,0.0,0.0,0.0
2024-09-16,월,모카/초콜릿 소스,원재료,mL,0,2670,780,780,0,0,1890,0.0,0.0,0.0
2024-09-16,월,에스프레소 원두,원재료,g,0,4780,2682,2682,0,0,2098,0.0,0.0,0.0
2024-09-16,월,우유,원재료,mL,0,27120,19660,19660,0,0,7460,0.0,0.0,0.0
2024-09-16,월,휘핑크림,원재료,g,0,320,260,260,0,0,60,0.0,0.0,0.0
2024-09-17,화,치킨 토마토 치즈 샌드위치,완제품,개,35,0,18,18,0,17,0,3.825,23.3325,51000.0
2024-09-17,화,단호박 에그 샌드위치,완제품,개,26,0,13,13,0,13,0,2.47,7.657,36400.0
2024-09-17,화,크루아상,완제품,개,48,0,24,24,0,24,0,1.44,7.0272,36000.0
2024-09-17,화,뉴욕 치즈 케이크,완제품,개,22,4,8,8,0,0,18,0.0,0.0,0.0
2024-09-17,화,그린티 파우더,원재료,g,0,880,340,340,0,0,540,0.0,0.0,0.0
2024-09-17,화,모카/초콜릿 소스,원재료,mL,0,1890,600,600,0,0,1290,0.0,0.0,0.0
2024-09-17,화,에스프레소 원두,원재료,g,10600,2098,2196,2196,0,0,10502,0.0,0.0,0.0
2024-09-17,화,우유,원재료,mL,39400,7460,16140,16140,0,0,30720,0.0,0.0,0.0
2024-09-17,화,휘핑크림,원재료,g,500,60,200,200,0,0,360,0.0,0.0,0.0
2024-09-18,수,치킨 토마토 치즈 샌드위치,완제품,개,35,0,16,16,0,19,0,4.275,26.0775,57000.0
2024-09-18,수,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-09-18,수,크루아상,완제품,개,48,0,22,22,0,26,0,1.56,7.6128,39000.0
2024-09-18,수,뉴욕 치즈 케이크,완제품,개,0,18,9,9,0,0,9,0.0,0.0,0.0
2024-09-18,수,그린티 파우더,원재료,g,0,540,320,320,0,0,220,0.0,0.0,0.0
2024-09-18,수,모카/초콜릿 소스,원재료,mL,0,1290,630,630,0,0,660,0.0,0.0,0.0
2024-09-18,수,에스프레소 원두,원재료,g,0,10502,2178,2178,0,0,8324,0.0,0.0,0.0
2024-09-18,수,우유,원재료,mL,0,30720,16500,16500,0,0,14220,0.0,0.0,0.0
2024-09-18,수,휘핑크림,원재료,g,0,360,210,210,0,0,150,0.0,0.0,0.0
2024-09-19,목,치킨 토마토 치즈 샌드위치,완제품,개,35,0,18,18,0,17,0,3.825,23.3325,51000.0
2024-09-19,목,단호박 에그 샌드위치,완제품,개,26,0,13,13,0,13,0,2.47,7.657,36400.0
2024-09-19,목,크루아상,완제품,개,48,0,22,22,0,26,0,1.56,7.6128,39000.0
2024-09-19,목,뉴욕 치즈 케이크,완제품,개,17,9,8,8,0,1,17,0.1,1.28,3500.0
2024-09-19,목,그린티 파우더,원재료,g,4700,220,300,300,0,0,4620,0.0,0.0,0.0
2024-09-19,목,모카/초콜릿 소스,원재료,mL,4600,660,570,570,0,0,4690,0.0,0.0,0.0
2024-09-19,목,에스프레소 원두,원재료,g,0,8324,2070,2070,0,0,6254,0.0,0.0,0.0
2024-09-19,목,우유,원재료,mL,32600,14220,14920,14920,0,0,31900,0.0,0.0,0.0
2024-09-19,목,휘핑크림,원재료,g,400,150,190,190,0,0,360,0.0,0.0,0.0
2024-09-20,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,14,14,0,21,0,4.725,28.8225,63000.0
2024-09-20,금,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-09-20,금,크루아상,완제품,개,48,0,19,19,0,29,0,1.74,8.4912,43500.0
2024-09-20,금,뉴욕 치즈 케이크,완제품,개,0,17,7,7,0,0,10,0.0,0.0,0.0
2024-09-20,금,그린티 파우더,원재료,g,0,4620,260,260,0,0,4360,0.0,0.0,0.0
2024-09-20,금,모카/초콜릿 소스,원재료,mL,0,4690,480,480,0,0,4210,0.0,0.0,0.0
2024-09-20,금,에스프레소 원두,원재료,g,0,6254,1800,1800,0,0,4454,0.0,0.0,0.0
2024-09-20,금,우유,원재료,mL,0,31900,13340,13340,0,0,18560,0.0,0.0,0.0
2024-09-20,금,휘핑크림,원재료,g,0,360,160,160,0,0,200,0.0,0.0,0.0
2024-09-21,토,치킨 토마토 치즈 샌드위치,완제품,개,35,0,22,22,0,13,0,2.925,17.8425,39000.0
2024-09-21,토,단호박 에그 샌드위치,완제품,개,26,0,18,18,0,8,0,1.52,4.712,22400.0
2024-09-21,토,크루아상,완제품,개,48,0,35,35,0,13,0,0.78,3.8064,19500.0
2024-09-21,토,뉴욕 치즈 케이크,완제품,개,16,10,12,12,0,0,14,0.0,0.0,0.0
2024-09-21,토,그린티 파우더,원재료,g,0,4360,440,440,0,0,3920,0.0,0.0,0.0
2024-09-21,토,모카/초콜릿 소스,원재료,mL,0,4210,870,870,0,0,3340,0.0,0.0,0.0
2024-09-21,토,에스프레소 원두,원재료,g,8300,4454,2934,2934,0,0,9820,0.0,0.0,0.0
2024-09-21,토,우유,원재료,mL,28300,18560,21660,21660,0,0,25200,0.0,0.0,0.0
2024-09-21,토,휘핑크림,원재료,g,400,200,290,290,0,0,310,0.0,0.0,0.0
2024-09-22,일,치킨 토마토 치즈 샌드위치,완제품,개,35,0,22,22,0,13,0,2.925,17.8425,39000.0
2024-09-22,일,단호박 에그 샌드위치,완제품,개,26,0,16,16,0,10,0,1.9,5.89,28000.0
2024-09-22,일,크루아상,완제품,개,48,0,30,30,0,18,0,1.08,5.2704,27000.0
2024-09-22,일,뉴욕 치즈 케이크,완제품,개,0,14,10,10,0,0,4,0.0,0.0,0.0
2024-09-22,일,그린티 파우더,원재료,g,0,3920,400,400,0,0,3520,0.0,0.0,0.0
2024-09-22,일,모카/초콜릿 소스,원재료,mL,0,3340,780,780,0,0,2560,0.0,0.0,0.0
2024-09-22,일,에스프레소 원두,원재료,g,0,9820,2682,2682,0,0,7138,0.0,0.0,0.0
2024-09-22,일,우유,원재료,mL,0,25200,20280,20280,0,0,4920,0.0,0.0,0.0
2024-09-22,일,휘핑크림,원재료,g,0,310,260,260,0,0,50,0.0,0.0,0.0
2024-09-23,월,치킨 토마토 치즈 샌드위치,완제품,개,35,0,14,14,0,21,0,4.725,28.8225,63000.0
2024-09-23,월,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-09-23,월,크루아상,완제품,개,48,0,17,17,0,31,0,1.86,9.0768,46500.0
2024-09-23,월,뉴욕 치즈 케이크,완제품,개,22,4,6,6,0,0,20,0.0,0.0,0.0
2024-09-23,월,그린티 파우더,원재료,g,0,3520,260,260,0,0,3260,0.0,0.0,0.0
2024-09-23,월,모카/초콜릿 소스,원재료,mL,0,2560,480,480,0,0,2080,0.0,0.0,0.0
2024-09-23,월,에스프레소 원두,원재료,g,0,7138,1728,1728,0,0,5410,0.0,0.0,0.0
2024-09-23,월,우유,원재료,mL,41900,4920,12540,12540,0,0,34280,0.0,0.0,0.0
2024-09-23,월,휘핑크림,원재료,g,500,50,160,160,0,0,390,0.0,0.0,0.0
2024-09-24,화,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-09-24,화,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-09-24,화,크루아상,완제품,개,48,0,22,22,0,26,0,1.56,7.6128,39000.0
2024-09-24,화,뉴욕 치즈 케이크,완제품,개,0,20,9,9,0,0,11,0.0,0.0,0.0
2024-09-24,화,그린티 파우더,원재료,g,0,3260,320,320,0,0,2940,0.0,0.0,0.0
2024-09-24,화,모카/초콜릿 소스,원재료,mL,0,2080,570,570,0,0,1510,0.0,0.0,0.0
2024-09-24,화,에스프레소 원두,원재료,g,0,5410,2178,2178,0,0,3232,0.0,0.0,0.0
2024-09-24,화,우유,원재료,mL,0,34280,16140,16140,0,0,18140,0.0,0.0,0.0
2024-09-24,화,휘핑크림,원재료,g,0,390,190,190,0,0,200,0.0,0.0,0.0
2024-09-25,수,치킨 토마토 치즈 샌드위치,완제품,개,35,0,16,16,0,19,0,4.275,26.0775,57000.0
2024-09-25,수,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-09-25,수,크루아상,완제품,개,48,0,22,22,0,26,0,1.56,7.6128,39000.0
2024-09-25,수,뉴욕 치즈 케이크,완제품,개,15,11,8,8,0,3,15,0.3,3.84,10500.0
2024-09-25,수,그린티 파우더,원재료,g,0,2940,280,280,0,0,2660,0.0,0.0,0.0
2024-09-25,수,모카/초콜릿 소스,원재료,mL,0,1510,630,630,0,0,880,0.0,0.0,0.0
2024-09-25,수,에스프레소 원두,원재료,g,9500,3232,2124,2124,0,0,10608,0.0,0.0,0.0
2024-09-25,수,우유,원재료,mL,28700,18140,15260,15260,0,0,31580,0.0,0.0,0.0
2024-09-25,수,휘핑크림,원재료,g,400,200,210,210,0,0,390,0.0,0.0,0.0
2024-09-26,목,치킨 토마토 치즈 샌드위치,완제품,개,35,0,15,15,0,20,0,4.5,27.45,60000.0
2024-09-26,목,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-09-26,목,크루아상,완제품,개,48,0,21,21,0,27,0,1.62,7.9056,40500.0
2024-09-26,목,뉴욕 치즈 케이크,완제품,개,0,15,8,8,0,0,7,0.0,0.0,0.0
2024-09-26,목,그린티 파우더,원재료,g,0,2660,300,300,0,0,2360,0.0,0.0,0.0
2024-09-26,목,모카/초콜릿 소스,원재료,mL,4400,880,630,630,0,0,4650,0.0,0.0,0.0
2024-09-26,목,에스프레소 원두,원재료,g,0,10608,2142,2142,0,0,8466,0.0,0.0,0.0
2024-09-26,목,우유,원재료,mL,0,31580,15880,15880,0,0,15700,0.0,0.0,0.0
2024-09-26,목,휘핑크림,원재료,g,0,390,210,210,0,0,180,0.0,0.0,0.0
2024-09-27,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,19,19,0,16,0,3.6,21.96,48000.0
2024-09-27,금,단호박 에그 샌드위치,완제품,개,26,0,13,13,0,13,0,2.47,7.657,36400.0
2024-09-27,금,크루아상,완제품,개,48,0,27,27,0,21,0,1.26,6.1488,31500.0
